SPEAKER_00:  Harry trades the same way he approaches life. Customize, don't compromise. Which is precisely why he uses the TD Active Trader platform. Because in a world of customizations, nothing compares to the deep customization capabilities of the TD Active Trader platform, where even custom customizations are, well, customized. Everything you need to live, breathe, trade. Visit td.com slash active trader to learn more. TD, ready for you.
SPEAKER_07:  that strolls are pretty loud.
SPEAKER_07:  Sorry.
SPEAKER_05:  procedure again!
SPEAKER_05:  Hi!
SPEAKER_02:  attacking for the 45th.
SPEAKER_11:  Thank you. Three. I'm shooting again. All right.
SPEAKER_11:  Seven... Uh... 22, I'm trying to think. Sorry guys. 22? Did it?
SPEAKER_05:  Donglak
SPEAKER_09:  So damage, that was a good one. I'll point you to hit.
SPEAKER_05:  Should we get hit? Yeah.
SPEAKER_09:  Wait, should we hit? Yeah, he's gonna go ahead and spend his reaction to do whirling Perry.
SPEAKER_09:  which gets adds plus 3 to its AC, it's laying at the turn. So it's blade starts, his weapons are going.
SPEAKER_09:  And like one of the weapons, one of the shots, he like, shh, kind of pairs it off to the side.
SPEAKER_11:  I don't know.
SPEAKER_09:  Cool and speaking.
SPEAKER_11:  just know about the
SPEAKER_09:  That would clear is a lot of
SPEAKER_11:  action search? Okay, second action search. Let's go.
SPEAKER_07:  Action search?
SPEAKER_09:  second.
SPEAKER_09:  We'll see you guys next time. Good luck.
SPEAKER_07:  Yes, kill him.
SPEAKER_11:  t
SPEAKER_04:  it will t
SPEAKER_11:  This is the one.
SPEAKER_11:  Here we go. Action surge.
SPEAKER_11:  26 to hit 26 and she has tits. Good to know.
SPEAKER_03:  No. He's 26. Got it.
SPEAKER_09:  Got it. Because I think it's really... That's...
SPEAKER_03:  Really
SPEAKER_03:  Look at that and I'll apologize.
SPEAKER_09:  Bye!
SPEAKER_11:  This is the reverse of the turn.
SPEAKER_03:  That's the round.
SPEAKER_11:  That's
SPEAKER_11:  the his turn right 13 points of damage one point of psychic damage and two points from the chronic damage and then I'm just gonna pump a hole I'm gonna pump
SPEAKER_11:  One, two, three, four, five, six points of Cabal's ruin.
SPEAKER_05:  6
SPEAKER_11:  Lightning damage. Let's go. So I want you three.
SPEAKER_12:  Let's go.
SPEAKER_11:  Four and I'll just roll two more after this. Come on, that's better.
SPEAKER_12:  Come on, that's better.
SPEAKER_12:  10.
SPEAKER_12:  I'm 12th.
SPEAKER_11:  1415. 15.
SPEAKER_11:  15, 15, 15, 20, 23 points of lightning damage on top of that.
SPEAKER_12:  15.
SPEAKER_09:  great.
SPEAKER_09:  All right, is that all of your attacks? No, let's say you have more, right? From the action search.
SPEAKER_11:  I'm wondering, Lord.
SPEAKER_11:  Another tag. I'm so sorry guys, this is gonna be a second because I am done with this shit. Do it! Do it! Legend of Legends says he's...
SPEAKER_05:  I'm with you.
SPEAKER_02:  We're getting back. pattern.
SPEAKER_02:  The legend says he's still out there attacking.
SPEAKER_11:  Peace out.
SPEAKER_02:  Peace out.
SPEAKER_11:  1626, so 30 to hit. That hits. All right.
SPEAKER_04:  30 to hit.
SPEAKER_04:  It's after a baby mop.
SPEAKER_11:  Yeah, that's 11 points of damage, four points of psychic damage. Nice. One point in the chronic damage. All right. Let's go.
SPEAKER_11:  That's it.
SPEAKER_11:  Third one, so I have one more after that. That's one more.
SPEAKER_05:  Uh... More time. You don't even know, man.
SPEAKER_11:  Ah.
SPEAKER_11:  You don't even know, man. 15, yeah, that hits. OK. That's.
SPEAKER_11:  Sorry, I'm going to listen.
SPEAKER_11:  Bye.
SPEAKER_11:  That's 15 points, 15 points plus four points of psychic damage.
SPEAKER_11:  Plus one point of necrotic damage, Jesus these are so many.
SPEAKER_11:  action search.
SPEAKER_11:  Can do three action searches?
SPEAKER_11:  I think it's just too. Oh no, hold on, let me double check. I haven't been down here.
SPEAKER_07:  I haven't been...
SPEAKER_07:  He just called.
SPEAKER_11:  I do, okay, I just bought, I ran both of those. Yeah, that's Jesus, I cannot believe he's still standing.
SPEAKER_09:  Yeah, he's looking pretty hurt.
SPEAKER_09:  Please look at it.
SPEAKER_11:  All right.
SPEAKER_04:  Looking at it.
SPEAKER_04:  Sorry, how are you? How are you? He said.
SPEAKER_09:  He's looking hard. Oh yeah, no. All right, person. It's 40%. I just, shh, shh, shh, shh, shh. He's blasting him. Yeah. He's like, I'm gonna blink him out.
SPEAKER_04:  manufacturing
SPEAKER_09:  That's your turn. Nice Percy, vex you're up with Keelopandak.
SPEAKER_02:  Well, bye man if you like. Sounds likeisable or anything.
SPEAKER_03:  Ah- legislative- YoungICE Start
SPEAKER_09:  artists
SPEAKER_03:  and...
SPEAKER_09:  Hopefully it doesn't look like.
SPEAKER_03:  We'll lie up in there.
SPEAKER_09:  Okay, so get in your broom, so it's half a movement to get up from prone essentially. So we'll say it's, you know, 30 feet in the air you can shoot up on your broom.
SPEAKER_03:  I miss you.
SPEAKER_03:  like that way towards the...
SPEAKER_03:  You got it.
SPEAKER_09:  Up which way? Listen.
SPEAKER_03:  which way?
SPEAKER_09:  I got here.
SPEAKER_03:  up here? Yeah, I'm lying on.
SPEAKER_10:  We'll see.
SPEAKER_10:  You're going into the end of the sock.
SPEAKER_03:  I don't know where else to go. Where's the not suck? Yeah, that's all bad.
SPEAKER_10:  We're in it.
SPEAKER_02:  Yeah, that's all that. It's better.
SPEAKER_02:  They're at least our brothers.
SPEAKER_04:  again.
SPEAKER_02:  I know justid...
SPEAKER_02:  Conse!
SPEAKER_05:  And he's so pissed at these guys. Those little orbs on this thing.
SPEAKER_11:  I think it's probably defensive. Yeah.
SPEAKER_11:  All right.
SPEAKER_11:  on earthquakes about here. Could be so. Alright. Yep.
SPEAKER_09:  Peace out.
SPEAKER_03:  Yep.
SPEAKER_09:  So.
SPEAKER_09:  You fly over that direction. Because you know.
SPEAKER_03:  Because we know that I'm up. Did he see me move?
SPEAKER_09:  If you wanted to try and move away stealthily and even further have your movement and take only 15 feet then you can roll stealth check. Otherwise you will notice. Scott, Scott, it's going to be a Range weapon.
SPEAKER_03:  Yeah, the Nermanus just gets far away from him as I can.
SPEAKER_09:  And so consider this product with something you want to share with this model which everyday of performance.
SPEAKER_09:  Does that's your movement?
SPEAKER_03:  I'm...
SPEAKER_03:  I am going to...
SPEAKER_03:  shoot and explosive airladder.
SPEAKER_09:  Okay, let's flip around.
SPEAKER_09:  Go ahead and make the shot.
SPEAKER_03:  Is he still a 26 DC or is he?
SPEAKER_09:  He's 23 though actually the interview turn who will spend the legendary action.
SPEAKER_09:  to
SPEAKER_09:  Not action search, but search, which means he regains his reaction.
SPEAKER_08:  Which means.
SPEAKER_02:  Drew take all your shots.
SPEAKER_03:  I know, I know, I know, I know.
SPEAKER_03:  Bye.
SPEAKER_03:  That's the 22 to hit.
SPEAKER_09:  to just it. We'll spend his reaction to...
SPEAKER_09:  going to another.
SPEAKER_09:  whirling Perry. He deflects the air off to the side, Nick. He explodes harmlessly in the distance.
SPEAKER_03:  Harmously in the distance.
SPEAKER_03:  There's a lot of things around.
SPEAKER_03:  Um.
SPEAKER_03:  That doesn't hit, that's a 24.
SPEAKER_03:  I'll miss I get it.
SPEAKER_07:  24.
SPEAKER_09:  24 years.
SPEAKER_03:  24 misses because he's up to bite.
SPEAKER_09:  both errors get cut out in the middle of the air.
SPEAKER_09:  And he's like, looking up at you.
SPEAKER_09:  I'll finish this again.
SPEAKER_03:  Can you reach me?
SPEAKER_09:  Yeah. Alright, so that finishes Vex's go. Kila, if you're up.
SPEAKER_11:  done.
SPEAKER_11:  about to help.
SPEAKER_11:  He's got a little while before he does.
SPEAKER_07:  I'm going to bone this action to switch forms into my air elemental form.
SPEAKER_08:  We'll be wanting to get in the pool. Okay.
SPEAKER_07:  I kind of like as my air elemental form starts from the top down and as I release the earth elemental form and push off.
SPEAKER_07:  Earthquake is still up.
SPEAKER_07:  So another 50 damage to everything.
SPEAKER_07:  as I float to the air.
SPEAKER_09:  Okay, so you take up into the air.
SPEAKER_07:  Mm.
SPEAKER_09:  What's your decision?
SPEAKER_07:  I'm going to, so I believe in my foil just to let me pull this up.
SPEAKER_07:  Hold on.
SPEAKER_07:  90 foot flying speed and I'm gonna go to the tip tip at the top of the the habit of having to go up to the bottom of the ball. I'm going for the ball.
SPEAKER_07:  Can I see my boyfriend?
SPEAKER_09:  First on.
SPEAKER_09:  50 damage to all these structures, you watch as the towers and each side like this.
SPEAKER_09:  You're gonna be collapse these current channels for the weave mine begin to
SPEAKER_07:  Yeah, it's a little bit worse. That's how we were hoping for some free that was gonna take out Vex.
SPEAKER_07:  Yeah, that's what I want to get in the air.
SPEAKER_03:  Oh no, you're doing.
SPEAKER_09:  This will all...
SPEAKER_09:  That's huge.
SPEAKER_05:  That's huge.
SPEAKER_07: 53.
SPEAKER_09:  These things into this guy floating here. All of this is rubble.
SPEAKER_09:  and
SPEAKER_09:  That delivered.
SPEAKER_09:  It looks like me years to meet enough children and dentists.
SPEAKER_05:  children and dentists.
SPEAKER_11:  see
SPEAKER_05:  I agree.
SPEAKER_11:  I'm gonna pick my laughing back. Yeah, it's a big fan.
SPEAKER_09:  Alright, so.
SPEAKER_07:  What about the other tower? Just a tower. It's a creature within half the distance.
SPEAKER_09:  It creates your within half the distance of a structure's height has to make a dexterity saving.
SPEAKER_07:  That's a lot of less.
SPEAKER_09:  So yeah, that's going to be the F-tel Scanlan.
SPEAKER_08:  Go Performance.
SPEAKER_09:  And this we've mined here as well as...
SPEAKER_09:  Scratch right in the moment doesn't affect this roll, right?
SPEAKER_12:  No.
SPEAKER_09:  No, this is collapsing towers.
SPEAKER_12:  No, no, no.
SPEAKER_09:  Alright, it's going to be...
SPEAKER_09:  Life is eight. Twenty points to portion you damage. So
SPEAKER_09:  Did you roll? Uh... I got a 16. So it's 22 points of budgeting damage to you, Leopton? Scanlan? Full damage, 22. 22 points of budgeting damage? You did. That, uh, there.
SPEAKER_08:  So.
SPEAKER_09:  That's gonna be a foul on him. He takes 22 as well. All three of you are knocked prone and you are currently
SPEAKER_09:  restrained and buried in rubble from the building.
SPEAKER_02:  I stuff mine up till no crack!
SPEAKER_09:  I'll try because you have freedom of your woman.
SPEAKER_05:  of freedom of doing.
SPEAKER_05:  That's right, which is...
SPEAKER_05:  What's wrong with that?
SPEAKER_09:  That's what I rolled. That BLD did.
SPEAKER_07:  See Green.
SPEAKER_09:  It's a great spellman.
SPEAKER_09:  Alright, that guy however though is completely buried in rubble right there and he's just like
SPEAKER_05:  Oh no, I can't get out of here.
SPEAKER_09:  So much too.
SPEAKER_09:  up here however this guy is so cool
SPEAKER_07:  Yes, do it! Keep watching! A curator. Today we run electric through supply chain.
SPEAKER_05:  Bye-bye!
SPEAKER_09:  and he is now floating over.
SPEAKER_09:  It's perfect.
SPEAKER_09:  where it was. The rest of that tower is now collapsed and it's out of the battle.
SPEAKER_09:  That finishes at that point. This tower here is...
SPEAKER_09:  Right as you rush up the tower is collapsing, it is breaking apart in front of you.
SPEAKER_07:  Can I see the ball?
SPEAKER_09:  can make a perception or investigation check to see if you can.
SPEAKER_07:  Come on, this is when I need in that 20. This is when I need that 20.
SPEAKER_07:  on in it.
SPEAKER_07:  15.
SPEAKER_09:  15, 10s just.
SPEAKER_08:  I don't know.
SPEAKER_09:  as it is cracking and breaking and falling, you reach forward and you can see part of it starting to pull away and as you do you can see the mechanisms inside of it are all pushed into this dark sphere, this sphere that is like a small rapidly spinning vibrating glass.
SPEAKER_09:  gathering of dark shadow and it looks like it's strained and cracking.
SPEAKER_05: iel
SPEAKER_09:  you see it as you reach out and encapsulate it with your...
SPEAKER_09:  wind charged essence.
SPEAKER_07:  Yeah, I almost want to just go because I can encompass a space so I just almost want to take it.
SPEAKER_07:  into me.
SPEAKER_09:  Take it, you kind of fill the gaps in there.
SPEAKER_09:  and to try and pull it out with you.
SPEAKER_07:  And.
SPEAKER_09:  Make a strength check for me if you don't mind.
SPEAKER_07:  strength strength I'll say strength or dexterity on this shall turn up through the gaps
SPEAKER_09:  I'll say strength or dexterity on this, just trying to pull it through the gaps.
SPEAKER_09:  We'll talk about using the physicality of your...
SPEAKER_08:  original properties name and show the
SPEAKER_07:  them here.
SPEAKER_07:  end.
SPEAKER_07:  Yeah, using my old thing. Your form.
SPEAKER_09:  Yeah, we'll see. Yeah, we'll see.
SPEAKER_05:  I'm just making sure there's something here, huh? These turned it.
SPEAKER_10:  Nothing else.
SPEAKER_10:  never is
SPEAKER_05:  I'm never.
SPEAKER_13:  Thanks for watching guys. Thanks for watching guys. Thank you for watching guys. Bye bye.
SPEAKER_03:  Bye!
SPEAKER_13:  It's very beautiful moment. Yeah.
SPEAKER_03:  You got this key lip.
SPEAKER_07:  If I'm 18...
SPEAKER_09:  18.
SPEAKER_09:  you.
SPEAKER_09:  Shift your form through focusing on where the sphere is placed with Inyun as you do your maneuver through and around its fragile state, being maneuver through the crumbling tower, as you emerge from the outside the last bits of cables that are affixed to it. Pulling and pulling, trying to yank it back as part of the main device before they snap.
SPEAKER_09:  as they pull the way.
SPEAKER_09:  sphere.
SPEAKER_09:  Shatters. And side to.
SPEAKER_05:  No.
SPEAKER_09:  end.
SPEAKER_09:  cluster of black shadow drips out of your body.
SPEAKER_08:  It gently hits the ground.
SPEAKER_08:  like missed
SPEAKER_08:  And there you see, forming.
SPEAKER_09:  before the now crumbling remains of the Malia's Key as the teeters and smashes on the ground. You see the black shadow form.
SPEAKER_08:  tattered.
SPEAKER_08:  Standing for me.
SPEAKER_08:  Cuz we've got to get back somewhere.
SPEAKER_10:  Your shit.
SPEAKER_10:  Oh oh!
SPEAKER_03:  Mark the,
SPEAKER_07:  Oh, that's foreshadowing. Yep.
SPEAKER_10:  Yep.
SPEAKER_07:  You cannot die. You cannot die, Vexalia.
SPEAKER_02:  Actually, that would be much pretty poetic. No!
SPEAKER_05:  We all fell down!
SPEAKER_02:  It wouldn't be like she sees her brother for like 10 minutes.
SPEAKER_05:  Oh no! That happened today.
SPEAKER_04:  No!
SPEAKER_04:  That happened today.
SPEAKER_05:  10 minutes this late.
SPEAKER_03:  And it's...
SPEAKER_09:  I wish I was to say a word.
SPEAKER_09:  is going.
SPEAKER_03:  That's how it's going.
SPEAKER_09:  It's how it's going.
SPEAKER_09:  this collapse to permission successful.
SPEAKER_03:  Commission success, well let's get the fuck out.
SPEAKER_09:  That's a few at mind rolling initiative.
SPEAKER_02:  Majors with low
SPEAKER_02:  He starts back again at low one.
SPEAKER_09:  Yeah, yeah, that's how it works.
SPEAKER_09:  As a note, back due to the state of your physicality and the damage sustained at the attack on the tower, you do start at minus 65 hip-olds. Why has we...
SPEAKER_08:  back.
SPEAKER_03:  as we earthquake the tower.
SPEAKER_10:  I mean, we'll do it.
SPEAKER_09:  I am in the room now N you
SPEAKER_05:  Yes.
SPEAKER_10:  Kimber along.
SPEAKER_05:  I'm just...
SPEAKER_09:  That's the tower.
SPEAKER_07:  It's the tower because of him being attached to it.
SPEAKER_09:  will also just be the strain of the being in the tavern.
SPEAKER_07:  A ring in the tower for weeks, right? Okay.
SPEAKER_09:  for weeks, right? Okay. And a little bit of
SPEAKER_12:  minus.
SPEAKER_12:  I am
SPEAKER_02:  Bye.
SPEAKER_07:  What's driving?
SPEAKER_12:  Yeah it's fight 65.
SPEAKER_05:  Have fun.
SPEAKER_05:   We age all of John!
SPEAKER_12:  on natural 20.
SPEAKER_12:  No, that's a way to start. Oh my god. Oh my god. Oh my god. I'm a sure. 25. Oh my god.
SPEAKER_05:  That's a way to start.
SPEAKER_09:  We'll see you next time. Bye.
SPEAKER_09:  Nice call!
SPEAKER_09:  your sister.
SPEAKER_07:  Yes it is.
SPEAKER_09:  And cool.
SPEAKER_07:  course it is. And before, but after person.
SPEAKER_09:  after pressing before vaccines.
SPEAKER_07:  Wow.
SPEAKER_09:  Alrighty.
SPEAKER_07:  So I'm so weak.
SPEAKER_07:  So I wear some air elemental for them. How'd you go, sir?
SPEAKER_09:  Alright, come and see you.
SPEAKER_05:  Wilmer's will greet
SPEAKER_07:  I'm still floating.
SPEAKER_09:  up here.
SPEAKER_12:  current.
SPEAKER_12:  That's what was between you and Percy. That's what I said.
SPEAKER_07:  It's okay, I can pretend these.
SPEAKER_02:  here.
SPEAKER_02:  members.
SPEAKER_02:  This map is crazy.
SPEAKER_07:  plots Molly formally
SPEAKER_02:  there's five floating six floating them.
SPEAKER_07:  It's crazy that it's only the third round.
SPEAKER_02:  from here.
SPEAKER_07:  Does anybody else, it does anything else happen because of real quick? I guess that's it, that's my turn, right?
SPEAKER_09:  that is it.
SPEAKER_09:  as you can use your extra photo.
SPEAKER_07:  I'm pretty sure you go, Keeling.
SPEAKER_09:  I'm pretty sure you go, Kielen. Alright.
SPEAKER_09:  It is now.
SPEAKER_09:  Scrags turn. Scrags give him the command to attack whatever was on its back.
SPEAKER_02:  That was me being an asshole. I meant attack was so crude.
SPEAKER_09:  It's packed, oh it's so...
SPEAKER_09:  as Scratch Shit.
SPEAKER_09:  Right there. Look at that main face. Shift on.
SPEAKER_04:  Oh, he's kind of cute with little bit.
SPEAKER_09:  shift on its master at the moment as it also looks over shoulder.
SPEAKER_09:  seeing the strange action of one of his prized bonded companions turning on him in the moment. It's eyes wide and affected with strange aberrant magic. It's going to go ahead and take its attacks on. I was talking.
SPEAKER_03:  I love the trees, just writing is back, the like, the trick is having the fucking time of his life.
SPEAKER_09:  Exactly.
SPEAKER_09:  I forgot to spit out.
SPEAKER_09:  Actually, at the end of that last turn.
SPEAKER_05:  Mm-hmm.
SPEAKER_09:  We're just going to use the revolutionary action to surge and regain this reaction because it's going to want that.
SPEAKER_05:  has Atlagi footage made out of his
SPEAKER_09:  Um.
SPEAKER_09:  So with that, let's go with the four-sythclock tax.
SPEAKER_09:  Now we're just gonna chose Sinn WE than
SPEAKER_09:  Oh, that's natural 20.
SPEAKER_09:  Mooah! Natural 17 and Natural 18. Woo!
SPEAKER_04:  Oh, this is the irony on it.
SPEAKER_09:  This is the ironing iron. Okay, well boy.
SPEAKER_04:  Good boy.
SPEAKER_09:  That's 20.
SPEAKER_09:  Two.
SPEAKER_09:  I was always going to go ahead and...
SPEAKER_09:  Take them off.
SPEAKER_09:  real
SPEAKER_10:  million potatoes.
SPEAKER_09:  Yep.
SPEAKER_10:  I don't like the confidence in which you said that. I know, I know. I know. I know.
SPEAKER_05:  To these.
SPEAKER_05:  Good wine.
SPEAKER_05:  Okay, two.
SPEAKER_05:  David talks about him against him. Accelersyment.. What was the problem?
SPEAKER_03:  on the other side.
SPEAKER_03:  I will be answering questions..
SPEAKER_05:  Bo stock and updates, notifications on and on.
SPEAKER_03:  with the attachments to the other one.
SPEAKER_08: Carl Christian's
SPEAKER_05:  I hope you did. in the next slide? Alright, let's go. Okay, the flow gets higher. Hey, thanks. Thank you.
SPEAKER_05:  That's what it takes.
SPEAKER_10:  amen.
SPEAKER_05:  And then even a clip See
SPEAKER_03:  Even the crib.
SPEAKER_09:  and
SPEAKER_09:  I was just starting to look pretty.
SPEAKER_09:  pretty hurt.
SPEAKER_09:  not happy.
SPEAKER_03:  maybe all the hits were higher. It's a few. It's just a little matter.
SPEAKER_09:  Let's see if the... It's getting better. Well the three did not recharge. It's a groading spray. It's gonna do its final attack against 10, which is its mandibles, its razor mandibles. That's gonna be a 21, which misses. So the mandibles do not strike. Actually I'll say it strikes down and he puts his mace up and like, lodges it in the mandibles. Looks like something's like...
SPEAKER_09:  and the beast is going to look confused at the moment. At the end of its turn is to get try and save against you about the combination. Bye, Teri.
SPEAKER_09:  your turn. Okay.
SPEAKER_02:  or if it gets injured.
SPEAKER_09:  It's not very good, it's not very good. Okay.
SPEAKER_09:  Okay, well that's gonna go ahead and finish Scrag's turn and we'll check
SPEAKER_09:  I'm Lee Sean, it's...
SPEAKER_09:  Master brings us to the...
SPEAKER_09:  There's no more rivals since the bloody bridge is destroyed.
SPEAKER_09:  It's gonna go ahead and bring us to...
SPEAKER_09:  They have tell who is currently holding the beacon in your eye.
SPEAKER_05:  I'm throwing, right?
SPEAKER_09:  No, you don't know you know you ignore problem because of the oh, I don't move the stand-through okay So go ahead and make a wisdom saving care for me, please
SPEAKER_05:  He don't always
SPEAKER_05:  Oh, I can move the stand through.
SPEAKER_03:  Oh geez.
SPEAKER_03:  Oh, I'm gonna say it. Because the beacon is just... Oh, shit. It's just holding the beacon. Oh, good. Oh. No.
SPEAKER_09:  Good. Oh, no. 15. 15? 15.
SPEAKER_12:  15.
SPEAKER_09:  Okay, so as you hold it your hand it clutching your fingers you feel like the essence of it kind of pulling you in
SPEAKER_09:  and you lose yourself momentarily.
SPEAKER_09:  You can continue with your turn if you want to but you are distracted for your turn. So any attack, any roles you make or a disadvantage and you can move half your speed.
SPEAKER_12:  have must be.
SPEAKER_12:  Um...
SPEAKER_12:  I can't really see over this map too well as any building. Going around the entire table trying to see.
SPEAKER_12:  Um.
SPEAKER_12:  I would have seen if I was still in my feet I would have seen the air elemental pulling the sphere and then spilling it out and I see Vexalia flying above really injured. So what I would like to do is try to walk as close as I can.
SPEAKER_12:  to Vex and where the ink dropped out. I don't know if that's the bottom of the steps.
SPEAKER_09:  about there and get...
SPEAKER_09:  You move half movement.
SPEAKER_09:  just 15 feet and I'll get you right next to the scammering other side.
SPEAKER_12:  I look within 60 feet of Vexalia. Yeah.
SPEAKER_12:  She cradles the beacon in one hand after pulling her face away from it and she pulls a bone staff with a little bone claw on the end holding a gem and aims it.
SPEAKER_12:  No.
SPEAKER_12:  No, that's...
SPEAKER_12:  I'm not going to do that.
SPEAKER_03:  it runs subjects in advance, and a second else isn't blank there, but
SPEAKER_12:  She holds her hand out.
SPEAKER_12:  and shadow spills out around her like a blouse.
SPEAKER_12:  covering the floor, creeping up the stairs and walking into the air and she casts mass.
SPEAKER_12:  here
SPEAKER_12:  I'm gonna burn my knife.
SPEAKER_05:  Whoa!
SPEAKER_12:  I'm looking for a wrong shit.
SPEAKER_12:  So that's it.
SPEAKER_12:  hundreds of hit points, 700. So she will hit Vax and get him to full, she will hit Vax and get her to full.
SPEAKER_12:  um, tell me the amount to your to max it's like
SPEAKER_03:  140
SPEAKER_12:  and cook tasks.
SPEAKER_12:  So that's like a heart. What's the total? Cheer Max.
SPEAKER_03:  My max to get to my max is 147. Okay.
SPEAKER_12:  Ahhhhh...
SPEAKER_12:  to back it was.
SPEAKER_12:  Four, two, five. So he's at full. I have almost 500 left. She will heal. Centaur, she will heal. Is Percy within range? Percy is about 100 feet from you. Okay, so no. Herself.
SPEAKER_12:  And I don't know if Grog is probably cusp.
SPEAKER_10:  I don't know if I take like 100 if you got them.
SPEAKER_12:  I've got groggs further than I can't reach many people it was really just to hit the twins Beautiful
SPEAKER_09:  It's beautiful.
SPEAKER_09:  the right line on the ground.
SPEAKER_09:  though I'll learn two relions here are going to use the reactions to use dampened divinity.
SPEAKER_09:  Which, uh, obviously Mount of Hip points gained.
SPEAKER_02:  Oh shit.
SPEAKER_09:  Hasn't got an opportunity for them to show this in the past, but hey, as a reaction can reduce healing. 8 my 8.
SPEAKER_12:  My 8th level spells got kicked and nuts. So wait, you still get healed but half?
SPEAKER_09:  You still get healed, but whatever would have you received from that heal, you get half of it instead.
SPEAKER_09:  If I have 7.
SPEAKER_12:  in these 200
SPEAKER_09:  I would have given you a number of funds. I would have given you a number of funds. I would have given you a number of funds.
SPEAKER_12:  I would have given it to the final. It would be like...
SPEAKER_09:  It's the idea of like if they you do the healing and the heal is
SPEAKER_02:  I got you.
SPEAKER_02:  and they're both doing it so it gets halved and halved again.
SPEAKER_09:  This one is reducing.
SPEAKER_09:  Backs this one's reducing VEX and then this one's reducing we have to
SPEAKER_02:  back.
SPEAKER_02:  Oh, minute.
SPEAKER_05:  the
SPEAKER_09:  And actually this one is going to reduce the scan limit. Okay.
SPEAKER_09:  So, say everyone, whatever would get you up to whatever gap you have to full cut it. You just cut that in half.
SPEAKER_03:  Okay. That's all there react. That's still great. Still great.
SPEAKER_09:  That's all they react. That's still great.
SPEAKER_09:  that is an innate ability of the round-of-the-cer Tombour fronts is Destination City Ace enchantments We have grandmother...
SPEAKER_03:  That's it. See you later.
SPEAKER_03:  That's still great.
SPEAKER_09:  still.
SPEAKER_12:  still.
SPEAKER_12:  It's a game changer. Sometimes you cast title wave and it doesn't do as much as you do.
SPEAKER_03:  I'm going to make some.
SPEAKER_03:  You know, city made a flash and nothing moves.
SPEAKER_12:  Come on guys.
SPEAKER_12:  So I'm doing.
SPEAKER_13:  on that.
SPEAKER_09:  Okay, Mr. Two characters in the board right now. Thank you. You have to watch. I don't know.
SPEAKER_13:  appliance.
SPEAKER_07:  Wilders.
SPEAKER_06:  Thanks, bud.
SPEAKER_06:  Okay, that's what it's like we just have to zoom in.
SPEAKER_12:  What do we do? I can cast a run. Antrip kill after that action.
SPEAKER_12:  Uh, the bonus after the bonus, no.
SPEAKER_03:  about it.
SPEAKER_09:  Does it promise? No.
SPEAKER_12:  Let's try it again
SPEAKER_09:  So you turn? Yeah, that's my turn. You want to move anywhere? Are you already moved? Yeah, you do. Look up Cast Mess heel.
SPEAKER_12:  Yeah, you were just...
SPEAKER_09:  It kind of gets half eaten by the surrounding where I lower an essence is, but it's still enough to greatly help your friends. And you continue to walk home in this beacon that is just like...
SPEAKER_09:  You feel like you're getting vertigo just walking with it.
SPEAKER_09:  Alright, that finishes your go, the of tell, the strikes go. This one is going to go ahead and rush up to Grog there.
SPEAKER_09:  I think we'll see it only standing in a shank at the moment if I can see. So it's gonna commit you, Grog, with its arm blades.
SPEAKER_05:  want this.
SPEAKER_09:  three tax against you.
SPEAKER_07:  Thank you, Zorms.
SPEAKER_07:  at the place.
SPEAKER_09:  Natural 20, 25, and a 12.
SPEAKER_10:  First hit, second doesn't. I'll use my military strike as well.
SPEAKER_09:  Okay, so two hits and a crit, or sorry, one hit and a crit.
SPEAKER_10:  Beautiful.
SPEAKER_09:  Alright, so the...
SPEAKER_09:  The crit is gonna be a nice gold.
SPEAKER_09:  11 points of slashing damage reduced to five got it one hits you is gonna be
SPEAKER_09:  7 points reduced to 3.
SPEAKER_10:  Amazing.
SPEAKER_09:  22 to hit.
SPEAKER_09:  Uh, that was, oh, dad, that hits.
SPEAKER_09:  change it.
SPEAKER_09:  Good morning.
SPEAKER_05:  No, I am not.
SPEAKER_09:  grain.
SPEAKER_05:  I'm gonna go up to you. It's a two-step difference. I'm two-step difference.
SPEAKER_10:  30 points this last year, three points of necrotic.
SPEAKER_10:  These are gonna re-heart!
SPEAKER_10:  Consider it.
SPEAKER_09:  But, dark like, the sharp eyes go wide for a second if you just...
SPEAKER_09:  where I'm like, balls to the ground and kind of like.
SPEAKER_09:  It was like little days and kind of like, come here, me bruh.
SPEAKER_09:  Don't say cute, it's a killer.
SPEAKER_05:  No, all of them are so fun to go. We're out. Don't tell me.
SPEAKER_09:  No worries.
SPEAKER_09:  there. Alright, I finished the trace of a groggy up, let's give it a sec.
SPEAKER_10:  Uh, Grogg just starts to vibrate and he looks down at the little shry it and goes.
SPEAKER_10:  and starts walking slowly past the strike knowing he'll take the attack of opportunity.
SPEAKER_05:  showing it.
SPEAKER_10:  Same walk!
SPEAKER_09:  past the strike.
SPEAKER_09:  the strike.
SPEAKER_09:  It's going to take the attack about opportunity.
SPEAKER_09:  Uh, well national 19, uh, I think it's gonna be a 28 hit. You take.
SPEAKER_09:  Ooh, uh, wop in 11 points of slashing damage, reduced to five. Thank you.
SPEAKER_09:  Like as you walk by it looks turned around looks right at the massive flaming element of the Cercona's in front. It's like
SPEAKER_05:  I'm just gonna...
SPEAKER_10:  I think I'll wait to see. Uh, Grogg's gonna look over and say, Hey, I was on the boat, so...
SPEAKER_10:  Jona- Po Blu-
SPEAKER_05:  Maps to the End
SPEAKER_10:  Rakes you to the bottom Uh, now Get a body, you suck! Get a body, you suck! Go!
